N,P,K,temperature,humidity,ph,rainfall,Area,Season,Production,label
3,57,16,24.38041875,61.18458224,6.868881708,53.13946695,251,Rabi       ,4570,lentil
2,57,23,21.31852148,66.43934593,7.320514721,45.42616802,232,Rabi       ,88,lentil
10,57,18,18.54141834,62.70637578,6.296976913,44.07819743,2606,Rabi       ,1631,lentil
14,57,25,25.28710601,60.85993533,7.241151936,49.37369982,77,Rabi       ,99,lentil
39,57,23,25.43459777,69.12613376,7.685959305,41.02682925,81,Rabi       ,74,lentil
19,57,15,28.83600962,69.76112921,6.890760124,44.08562546,70,Rabi       ,159,lentil
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,89676,Rabi       ,77301,lentil
31,57,15,28.31886863,60.19461399,6.167855382,45.36521251,20987,Rabi       ,34419,lentil
28,57,25,27.4818649,62.04814951,6.861640036,37.81123974,1997,Rabi       ,1322,lentil
5,57,19,18.28072173,68.10365387,6.978361689,48.80253285,5795,Rabi       ,3141,lentil
16,57,19,27.61204997,69.29786244,7.043160241,42.72374404,7070,Rabi       ,50098,lentil
34,57,19,23.43974653,63.22011726,5.94239222,45.40277297,117,Rabi       ,79,lentil
14,57,19,20.95628486,63.68128841,7.239455147,52.39881209,84,Rabi       ,1195,lentil
22,57,16,23.7937153,68.03209183,6.516317561,49.73922097,36,Rabi       ,634,lentil
24,57,17,22.6371424,65.44544859,6.233269045,38.30411077,823,Rabi       ,1227,lentil
2,57,15,21.53577883,65.47227704,7.505283615,35.75107592,6998,Rabi       ,17768,lentil
26,57,17,29.87854588,65.73085206,6.950300686,44.95654782,20,Rabi       ,33,lentil
27,57,15,25.2653291,67.10004577,6.958054839,48.33941188,15,Rabi       ,18,lentil
24,57,16,25.17885316,68.93307305,6.54803469,35.03484812,4459,Rabi       ,1904,lentil
13,57,25,24.12192608,61.09533545,6.461618577,44.23629285,7,Rabi       ,67,lentil
6,57,23,23.33565221,67.40460704,7.065264073,36.18678721,115,Rabi       ,178,lentil
12,57,23,21.74600081,63.39503184,6.765091462,50.43306085,1395,Rabi       ,31096,lentil
32,57,22,27.60195453,63.46170674,5.91645379,54.37814199,153,Rabi       ,156,lentil
6,57,18,24.388717,62.50453062,6.711341147,47.26052494,134,Rabi       ,151,lentil
10,57,20,24.98287462,66.895409,6.379881442,38.21370568,646,Whole Year ,5571000,lentil
38,57,22,28.234829,69.3159965,6.313284268,35.36831423,453,Kharif     ,186,lentil
17,57,17,26.03026959,69.55863145,7.393210848,37.11395801,49932,Kharif     ,9287,lentil
26,57,24,28.04849594,64.07691942,7.504930973,37.15824966,1332,Kharif     ,1227,lentil
23,57,17,24.87425505,64.00213929,7.198076286,48.28137482,407,Kharif     ,8624,lentil
32,57,22,23.97081395,62.35557553,7.007037515,53.40906048,2,Kharif     ,38,lentil
19,57,19,20.06003985,67.76252583,6.677262562,42.89509057,9,Kharif     ,3,lentil
22,57,18,19.59221047,61.28633405,6.74398035,41.7704893,11416,Kharif     ,5366,lentil
28,57,16,29.77013109,66.29327012,6.547361618,35.69674138,37661,Kharif     ,77316,lentil
1,57,21,27.52135365,60.53657684,6.551577598,48.06491307,527,Kharif     ,253,lentil
12,57,23,25.62896213,63.14909763,6.585020303,45.49683991,2647,Kharif     ,3965,lentil
36,57,20,20.39078312,60.47528931,6.924042372,53.31508572,247,Kharif     ,5644,lentil
28,57,21,25.39038396,60.4989659,7.437373666,39.18374505,711145,Kharif     ,286591,lentil
12,57,19,24.91079638,60.71367427,7.142611056,42.19740397,2317,Kharif     ,1353,lentil
22,57,16,27.70496805,63.20915034,7.74672376,37.46160727,14486,Kharif     ,9749,lentil
26,57,22,18.06486101,65.1034354,6.300479414,51.54922825,391,Kharif     ,2003,lentil
16,57,16,18.13027797,62.45851612,6.078724107,50.6128521,7,Kharif     ,3,lentil
14,57,22,23.82723528,67.89815262,6.76660668,46.90725077,27087,Kharif     ,53226,lentil
33,57,19,23.19305333,62.74710773,7.641024177,49.55213308,8711,Kharif     ,74653,lentil
21,57,17,25.08966129,68.17543102,6.559681838,41.45486619,481,Kharif     ,534,lentil
0,57,21,25.86928193,61.88321072,7.072923306,36.68284038,1414,Kharif     ,31097,lentil
10,57,17,18.43966037,68.05394959,7.732194788,39.00992137,62,Kharif     ,18,lentil
30,57,18,27.14911056,67.02664337,6.157782589,52.50812701,13865,Kharif     ,9431,lentil
0,57,17,23.33375853,64.50515776,7.240988401,47.01510708,230,Kharif     ,22418,lentil
35,57,22,26.7230014,62.96841833,6.898905799,42.87274897,1450,Kharif     ,23722,lentil
7,57,24,19.55750776,64.45268309,6.818681086,53.04669416,2055,Kharif     ,3163,lentil
9,57,17,26.13708256,66.7729209,6.261937875,46.48280681,28114,Kharif     ,59377,lentil
14,57,15,27.99990346,65.57653373,6.493036868,49.94043064,2181,Kharif     ,20517,lentil
14,57,20,29.05941162,62.10652364,7.042474679,36.5011366,935,Kharif     ,856,lentil
36,57,16,25.71269843,64.1123333,7.692013657,50.17067771,2401,Kharif     ,3866,lentil
28,57,21,21.79792649,63.73086065,6.250994223,46.62370222,281,Kharif     ,26505,lentil
28,57,16,24.70626432,60.26854183,6.052184881,53.12442925,8109,Kharif     ,6698,lentil
40,57,22,20.94981756,65.8108757,7.002216044,44.23913012,6,Kharif     ,11,lentil
10,57,19,24.84918386,68.98088448,7.272427638,41.61080544,2991,Kharif     ,88620,lentil
12,57,19,21.91041045,65.21662467,5.962001484,36.10211371,46,Kharif     ,567,lentil
37,57,20,25.93381964,68.70533022,7.080506001,51.02372773,48,Kharif     ,45,lentil
0,57,22,29.82112112,69.4073209,6.593798387,51.56461082,17,Rabi       ,16,lentil
7,57,25,27.52185591,63.13215259,7.28805662,45.20841071,356,Rabi       ,7543,lentil
10,57,18,27.99627907,68.6428593,7.32710972,46.10585191,11,Rabi       ,207,lentil
39,57,15,20.76774783,63.90164154,6.366355781,47.9271552,31,Rabi       ,15,lentil
26,57,22,23.05276444,60.424786,7.011121216,52.60285259,1971,Rabi       ,1234,lentil
9,57,17,21.65845777,63.58337146,6.280725549,38.07659414,62,Rabi       ,127,lentil
4,57,19,26.25070298,67.62779652,7.621494566,40.8106299,32,Rabi       ,26,lentil
34,57,15,20.97195263,63.83179889,7.630424083,53.10207889,27,Rabi       ,54,lentil
33,57,15,23.89736406,66.32102048,7.802212437,40.74536757,85768,Rabi       ,68614,lentil
2,57,38,24.55981624,91.63536236,5.922935513,111.9684622,17303,Rabi       ,26335,pomegranate
6,57,37,19.65690085,89.93701023,5.937649578,108.0458926,2510,Rabi       ,1416,pomegranate
8,57,36,18.78359608,87.4024767,6.804781106,102.5184759,6605,Rabi       ,3137,pomegranate
37,57,39,24.1469628,94.5110662,6.424670614,110.2316633,7777,Rabi       ,57970,pomegranate
0,57,38,22.44581266,89.90147027,6.738016221,109.3905998,129,Rabi       ,81,pomegranate
31,57,38,24.96273236,92.40501423,6.497366677,109.4169192,611,Rabi       ,14317,pomegranate
21,57,38,22.5526059,89.3259486,6.327673765,104.8955643,5,Rabi       ,6,pomegranate
6,57,40,22.77035608,91.45498527,6.36137446,106.9659201,822,Rabi       ,1462,pomegranate
25,57,41,19.20090378,94.27659596,6.923509371,108.0423555,12283,Rabi       ,28558,pomegranate
15,57,38,23.12808226,92.68328358,6.630646083,109.3930157,58,Rabi       ,41,pomegranate
14,57,36,24.92639065,85.19098079,5.832525853,104.7693804,11,Rabi       ,10,pomegranate
16,57,41,24.77464458,85.63608688,6.738993954,105.7595811,5911,Rabi       ,2879,pomegranate
36,57,37,19.8671184,86.35590206,5.782435567,108.3168858,1,Rabi       ,9,pomegranate
4,57,41,24.26601316,93.7974061,6.537042717,104.5375109,183,Rabi       ,309,pomegranate
29,57,40,23.62600218,89.73266695,6.145104401,107.6836871,3482,Rabi       ,80532,pomegranate
16,57,42,19.67832052,89.08935702,6.890784045,108.5468633,4,Rabi       ,3,pomegranate
18,57,41,22.36509395,92.30882391,7.175344328,104.8216333,62,Rabi       ,39,pomegranate
11,57,42,21.57936934,94.88267728,5.938528744,102.8593382,8661,Whole Year ,483881,pomegranate
5,57,38,18.26233221,88.16779129,5.709380472,108.0756727,9,Whole Year ,3,pomegranate
18,57,44,23.71028128,89.61794165,6.184400085,105.6499907,11447,Whole Year ,5381,pomegranate
9,57,40,22.48720144,89.9224883,6.553509673,111.6631582,552,Whole Year ,3969000,pomegranate
40,57,45,21.6602498,94.79397419,5.885638185,112.4349689,1971,Whole Year ,1234,pomegranate
22,57,44,20.13037175,89.31505137,6.143874691,107.3416913,7,Whole Year ,3,pomegranate
9,57,39,18.41164435,91.11927248,6.101198974,105.1834976,82,Whole Year ,1179,pomegranate
12,57,40,19.68291173,89.75272999,6.594037135,111.2818551,58,Whole Year ,41,pomegranate
0,57,42,23.20242586,91.19442671,6.859840821,109.0946323,1,Whole Year ,9,pomegranate
2,57,44,18.92157197,87.31290342,6.56893406,102.8013275,62,Whole Year ,39,pomegranate
28,57,40,22.10621387,91.34039616,6.769855664,106.8704803,37562,Kharif     ,4845,pomegranate
8,57,44,18.47412402,89.68919664,7.130837931,108.4758509,1752,Kharif     ,1028,pomegranate
29,57,36,19.81069447,88.92944254,5.740338002,102.860084,320,Kharif     ,7596,pomegranate
17,57,43,24.4880844,90.83687246,5.843005428,103.1969341,10,Kharif     ,123,pomegranate
34,57,42,18.75927679,89.93457597,6.648687274,111.0196744,19,Kharif     ,7,pomegranate
21,57,42,19.54128063,90.29751796,6.902751061,104.3739878,10320,Kharif     ,5903,pomegranate
25,57,40,18.91251245,87.74938524,6.608023872,111.2800516,162,Kharif     ,84,pomegranate
8,57,36,19.91330523,94.95031368,6.828522375,104.0277061,73734,Kharif     ,103779,pomegranate
26,57,42,19.72620525,89.64934166,6.910374919,108.2287276,982,Kharif     ,410,pomegranate
4,57,42,23.83185873,87.84034604,6.306605528,111.2232716,2799,Kharif     ,11848,pomegranate
36,57,41,24.94467632,94.25702672,7.009180374,103.8799347,309,Kharif     ,6886,pomegranate
5,57,40,24.692258,93.87030088,6.297907579,104.6735454,550794,Kharif     ,148714,pomegranate
19,57,39,24.72485577,85.56083187,6.728599215,111.2787584,3692,Kharif     ,1658,pomegranate
39,57,38,20.12644921,87.59629625,6.965156738,108.065579,13189,Kharif     ,4234,pomegranate
5,57,44,21.02432943,93.0569505,5.578095745,104.7847006,416,Kharif     ,3618,pomegranate
4,57,43,22.40423537,88.1508343,7.199504273,109.8695196,16839,Kharif     ,42687,pomegranate
38,57,35,20.33691147,89.38003827,5.841367187,110.9653137,11278,Kharif     ,70939,pomegranate
37,57,36,24.24779615,85.56033312,6.710143266,106.9216033,15,Kharif     ,106,pomegranate
9,57,41,24.81530144,91.90842992,5.972714857,109.2853418,2428,Kharif     ,2994,pomegranate
29,57,43,19.66329768,87.95158129,5.561851831,106.0380805,1969,Kharif     ,35214,pomegranate
5,57,38,22.43377991,90.3396556,6.107054808,112.459697,25,Kharif     ,2,pomegranate
22,57,38,22.92052307,85.12912161,6.988035315,110.2437841,31,Kharif     ,49,pomegranate
4,57,37,22.91843172,85.40695044,7.13147457,106.2817706,374,Kharif     ,29443,pomegranate
21,57,41,24.88244467,89.39686219,7.086947687,107.1951707,1572,Kharif     ,16416,pomegranate
29,57,45,23.40981539,93.13277,6.749260456,105.2240743,15,Kharif     ,281,pomegranate
23,57,44,21.20725375,94.26304717,7.16300467,107.5660804,1136,Kharif     ,1713,pomegranate
13,57,43,18.20230419,91.12282162,7.013481515,109.6623974,22658,Kharif     ,68155,pomegranate
5,57,37,22.34375696,89.7870345,5.648243649,103.3183074,2151,Kharif     ,19520,pomegranate
27,57,41,24.32770134,90.88292835,6.610251186,110.4606459,691,Kharif     ,606,pomegranate
7,57,35,19.75088482,88.71691157,7.054313823,102.5538035,44,Kharif     ,50,pomegranate
12,57,39,19.86173586,86.19740917,6.026999326,111.0217929,30,Kharif     ,2456,pomegranate
4,57,43,18.07132963,93.14554876,5.779427402,106.3602023,5066,Kharif     ,1180,pomegranate
3,57,45,23.89162561,89.61850203,6.535244251,104.617522,15,Kharif     ,43,pomegranate
1,57,36,23.98598756,93.34236582,5.684995235,104.991282,3976,Kharif     ,113236,pomegranate
23,57,44,20.93892916,85.42912869,6.12476108,103.0295938,19,Kharif     ,223,pomegranate
24,57,42,20.82210727,87.22815682,6.999014379,109.4429934,188,Kharif     ,249,pomegranate
13,57,37,20.86474944,91.61793636,6.277148771,106.8685636,47,Rabi       ,28,pomegranate
40,57,44,24.45840036,86.10874614,6.322396027,111.3779693,468,Rabi       ,11108,pomegranate
21,57,40,24.51147697,90.64498715,5.956401828,105.6209954,2,Rabi       ,25,pomegranate
3,57,44,24.56811204,92.03009222,6.591302797,110.9633894,229,Rabi       ,131,pomegranate
40,57,42,24.63228709,89.01574455,7.104094929,110.6956184,8223,Rabi       ,4251,pomegranate
14,57,40,20.07386547,90.97819712,6.407872061,103.7084055,884,Rabi       ,1244,pomegranate
38,57,37,21.80523051,94.63612858,6.658402594,102.6488846,234,Rabi       ,263,pomegranate
34,57,36,22.8122645,86.34233767,6.276038961,110.4432293,124,Rabi       ,387,pomegranate
32,57,37,22.73031253,88.48567856,6.825256236,104.6843243,68092,Rabi       ,38676,pomegranate
18,57,35,23.2801227,94.94330457,6.368560522,111.1382096,14957,Rabi       ,24679,pomegranate
8,57,38,19.30106297,87.1775172,7.005410734,105.4766591,8079,Rabi       ,3700,pomegranate
15,57,41,19.0087067,88.83768149,6.897368477,108.6793978,5263,Rabi       ,1368,pomegranate
0,57,36,24.35193812,90.88612388,6.152906502,105.529185,4474,Rabi       ,31618,pomegranate
22,57,44,24.72235539,88.87651295,5.744361602,112.1926517,586,Rabi       ,481,pomegranate
14,57,43,21.92513945,94.46485312,7.051654924,111.7162016,297,Rabi       ,6767,pomegranate
31,57,45,24.83954414,86.88738076,6.034612928,107.6435771,2,Rabi       ,2,pomegranate
39,57,45,18.09691127,90.42177379,6.924490731,104.88189,77,Rabi       ,1442,pomegranate
10,57,42,20.24104904,91.08706822,6.887005997,109.2537734,734,Rabi       ,1122,pomegranate
8,57,38,23.22594,94.42971362,6.8444019,105.6917856,6553,Rabi       ,14377,pomegranate
32,57,42,23.50128217,92.97527546,5.786058032,106.61905,310,Rabi       ,87,pomegranate
18,57,40,19.44623085,89.02127045,5.627186257,106.1606833,47,Rabi       ,41,pomegranate
20,57,41,20.51343484,92.51675903,5.700088663,110.5764023,3386,Rabi       ,1642,pomegranate
39,57,36,18.90223032,94.99897537,5.567805185,107.6103211,4,Rabi       ,44,pomegranate
20,57,45,18.90592319,89.24126808,6.077886012,112.4750941,341,Rabi       ,635,pomegranate
11,57,45,22.63045168,88.45577158,6.397995609,109.0357597,4191,Rabi       ,87055,pomegranate
40,57,43,19.38603815,86.79058496,5.767372539,109.9130984,42,Rabi       ,61,pomegranate
3,57,39,24.38318965,91.19431555,7.079973241,103.6012114,687,Whole Year ,5756000,pomegranate
9,57,36,23.77989026,92.93386903,5.893332378,106.977723,29211,Whole Year ,82532,pomegranate
30,57,38,22.59890174,93.16343942,7.058222596,110.0932899,6100,Kharif     ,900,pomegranate
40,57,41,24.37766782,85.4017118,5.78270695,106.128338,1700,Kharif     ,1900,pomegranate
40,57,35,20.89273273,91.07776977,6.269663963,104.4407083,600,Kharif     ,800,pomegranate
32,57,35,18.09903225,85.70786282,5.892913826,107.0050976,234900,Kharif     ,144200,pomegranate
33,57,45,20.00218987,85.83618191,7.116538883,112.337046,3100,Kharif     ,2000,pomegranate
4,57,41,19.85139326,89.80732335,6.430163481,102.8186358,2400,Kharif     ,1500,pomegranate
13,57,45,21.25433607,92.65058936,7.159520979,106.2784673,100,Kharif     ,300,pomegranate
39,57,39,23.65374106,93.32657504,6.431265737,109.8076178,200,Kharif     ,100,pomegranate
8,57,37,23.88404783,86.20613842,6.082571701,108.3121789,2200,Kharif     ,300,pomegranate
91,57,46,29.36792366,76.24900101,6.149934034,92.82840911,10800,Kharif     ,9900,banana
105,57,50,27.33368994,83.67675197,5.849076099,101.0494791,42300,Kharif     ,84400,banana
108,57,53,27.40053601,82.96221306,6.276800323,104.9378,1300,Kharif     ,200,banana
86,57,54,29.3159075,80.11585705,5.926824754,90.10978128,400,Kharif     ,100,banana
80,57,49,26.05433004,79.39654531,5.519088423,113.2297373,29600,Kharif     ,2775100,banana
93,57,53,25.86632408,84.42379269,6.079178788,114.5357503,1300,Kharif     ,600,banana
90,57,55,27.00932084,80.18546798,6.13465588,97.32531705,3000,Rabi       ,2100,banana
108,57,53,29.55054817,78.06762846,5.808497604,99.34482238,28300,Rabi       ,69800,banana
108,57,55,26.28845991,83.390039,5.891458107,113.8729798,1200,Rabi       ,400,banana
105,57,52,29.16226551,76.16151562,5.816622479,100.0075679,1600,Rabi       ,2300,banana
118,57,52,28.65003945,82.68752542,5.843163161,98.75084366,57400,Rabi       ,137400,banana
101,57,54,29.07311132,76.50045221,6.376756633,100.1692639,900,Rabi       ,400,banana
95,57,50,28.08166093,75.26429821,5.623615687,118.2761894,6100,Kharif     ,1000,banana
106,57,53,27.1994597,78.8086068,5.91505509,99.72430835,1700,Kharif     ,3400,banana
86,57,49,28.05484146,78.04602887,6.458714879,108.3957179,200,Kharif     ,100,banana
83,57,55,25.14748006,83.34688193,5.565028635,98.66679427,600,Kharif     ,900,banana
85,57,47,25.94019018,78.3422098,6.211833161,119.84797,235500,Kharif     ,211000,banana
109,57,45,27.66752761,79.68542782,6.490074429,108.66464,3000,Kharif     ,1700,banana
100,57,45,25.56703012,75.94067692,5.590236025,102.7867717,2500,Kharif     ,1400,banana
117,57,48,28.6956201,82.54195839,6.225225239,116.1616839,100,Kharif     ,100,banana
114,57,53,26.33544853,76.8532006,6.190757459,118.6858263,100,Kharif     ,300,banana
110,57,50,25.93730186,78.89864446,5.915568968,98.21747528,300,Kharif     ,200,banana
94,57,48,25.13686519,84.88394407,6.195152442,91.46442491,2300,Kharif     ,400,banana
80,57,47,27.50527651,80.79783998,6.156373499,105.0776992,10800,Kharif     ,11000,banana
114,57,51,26.21009246,82.34429458,6.313197204,112.0700033,42000,Kharif     ,105400,banana
88,57,45,29.10403455,79.19588629,6.324270089,92.07835761,1500,Kharif     ,300,banana
112,57,48,29.2440638,77.32017166,5.707488987,90.66727868,400,Kharif     ,100,banana
117,57,47,25.56202173,77.38229006,6.119216009,93.10247183,1000,Kharif     ,700,banana
111,57,48,26.3985515,81.36028902,5.571401169,98.16752001,200,Kharif     ,200,banana
89,57,47,28.09577643,77.79586769,5.63127166,109.5408614,3200,Rabi       ,4100,banana
93,57,47,27.84767901,83.31110751,6.101241579,117.2878912,31100,Rabi       ,83800,banana
92,57,52,27.39341554,81.4654833,6.438137279,94.31102057,1100,Rabi       ,800,banana
105,57,45,25.14517635,81.38204104,6.098369122,119.218154,100,Rabi       ,300,banana
102,57,48,28.65456263,79.28693687,5.695267822,102.4633775,1600,Rabi       ,2700,banana
94,57,51,29.16093424,76.67484233,5.618094446,109.575944,62400,Rabi       ,159200,banana
116,57,47,27.57278064,82.0638878,6.435785799,91.34276507,300,Rabi       ,100,banana
117,57,49,25.40909896,82.36208097,6.176644228,112.9794804,800,Rabi       ,300,banana
119,57,55,25.99069521,83.33983116,6.220643671,112.0777152,34500,Whole Year ,3377000,banana
99,57,53,26.29039046,81.06003778,5.871702211,118.6730366,2531,Kharif     ,2817,banana
91,57,52,29.14827211,78.71024836,6.390741836,117.536781,185,Kharif     ,35,banana
80,57,47,26.59743595,79.35898915,6.21084479,107.3944717,2,Kharif     ,2,banana
101,57,48,25.36059237,75.03193255,6.012696655,116.5531455,188615,Kharif     ,79784,banana
108,57,53,29.12036889,80.18080728,5.908770059,112.3982055,3350,Kharif     ,1853,banana
100,57,52,27.53911354,77.25629897,6.049801781,110.3262123,1360,Kharif     ,797,banana
109,57,53,29.66727337,83.51014178,6.010095853,110.2511102,181,Kharif     ,514,banana
82,57,46,25.05802193,84.97323747,5.738678895,110.4408803,5096,Kharif     ,637,banana
106,57,55,25.86824781,78.52399914,5.74055541,116.3019555,159,Kharif     ,113,banana
90,57,52,25.85036988,81.95580471,5.793260262,119.0856171,8199,Kharif     ,5666,banana
83,57,50,26.51682337,77.79913575,5.50947065,108.8547508,37542,Kharif     ,75477,banana
119,57,48,28.66725136,79.59242542,5.986442306,118.2583441,484,Kharif     ,117,banana
107,57,45,28.14938935,81.54448882,5.790768046,91.40508414,1207,Kharif     ,700,banana
116,57,55,26.42313317,83.6995044,5.915546415,95.12322062,120,Kharif     ,73,banana
101,57,50,26.59386409,81.40740301,6.242528278,109.9825551,68,Rabi       ,76,banana
93,57,50,27.71822477,76.57853189,6.036079266,102.2099836,1,Rabi       ,1,banana
95,57,45,28.98333432,82.95958244,5.829898502,109.022564,26755,Rabi       ,63383,banana
